date,o0900,p10,c1330,hi_am,lo_am
2005-01-03,6139.69,6158.71,6143.12,6183.15,6138.47
2005-01-04,6143.12,6085.98,6060.46,6143.12,6088.77
2005-01-05,6060.46,6021.15,5988.37,6060.46,5998.28
2005-01-06,5988.37,5991.66,5982.12,6002.2,5971.58
2005-01-07,5982.12,5940.33,5935.99,6007.34,5947.3
2005-01-10,5935.99,5952.96,5942.85,5962.64,5929.11
2005-01-11,5942.85,5944.92,5975.66,5963.98,5942.14
2005-01-12,5975.66,5952.56,5879.08,5978.41,5950.77
2005-01-13,5879.08,5906.13,5853.94,5921.93,5879.08
2005-01-14,5853.94,5853.76,5889.52,5865.94,5813.15
2005-01-17,5889.52,5943.84,5945.27,5960.54,5889.52
2005-01-18,5945.27,5942.37,5933.57,5964.08,5939.79
2005-01-19,5933.57,5899.71,5895.35,5961.78,5906.08
2005-01-20,5895.35,5886.54,5888.1,5895.35,5835.68
2005-01-21,5888.1,5862.44,5848.91,5898.86,5851.15
2005-01-24,5848.91,5840.51,5771.48,5862.62,5822.06
2005-01-25,5771.48,5785.47,5782.75,5796.18,5759.21
2005-01-26,5782.75,5825.72,5835.37,5835.3,5782.75
2005-01-27,5835.37,5821.58,5842.76,5855.58,5821.3
2005-01-28,5842.76,5839.81,5879.93,5856.08,5836.47
2005-01-31,5879.93,5944.29,5994.23,5944.47,5879.93
2005-02-01,5994.23,5989.92,5981.54,6015.78,5979.92
2005-02-02,5981.54,6059.16,6018.69,6061.25,5981.54
2005-02-03,6018.69,6022.51,6034.6,6034.04,6006.23
2005-02-14,6034.6,6116.66,6112.4,6148.95,6034.6
2005-02-15,6112.4,6112.0,6122.39,6142.44,6109.06
2005-02-16,6122.39,6096.46,6143.49,6134.53,6086.3
2005-02-17,6143.49,6115.27,6072.16,6143.49,6097.2
2005-02-18,6072.16,6104.89,6115.43,6102.25,6062.96
2005-02-21,6115.43,6146.64,6142.78,6169.42,6115.43
2005-02-22,6142.78,6120.25,6107.17,6161.0,6115.63
2005-02-23,6107.17,6061.92,6121.52,6107.17,6061.14
2005-02-24,6121.52,6143.4,6128.34,6152.09,6109.9
2005-02-25,6128.34,6196.19,6207.83,6223.16,6128.34
2005-03-01,6207.83,6222.32,6259.69,6231.29,6207.78
2005-03-02,6259.69,6265.72,6225.25,6267.52,6240.87
2005-03-03,6225.25,6187.27,6202.38,6225.25,6164.15
2005-03-04,6202.38,6194.07,6193.62,6209.92,6178.26
2005-03-07,6193.62,6241.76,6220.52,6250.11,6193.62
2005-03-08,6220.52,6230.4,6173.34,6250.58,6213.82
2005-03-09,6173.34,6196.62,6213.28,6198.82,6163.56
2005-03-10,6213.28,6195.87,6192.53,6215.47,6190.7
2005-03-11,6192.53,6217.83,6204.23,6238.43,6192.53
2005-03-14,6204.23,6166.8,6155.51,6204.23,6151.8
2005-03-15,6155.51,6094.82,6063.48,6169.52,6093.74
2005-03-16,6063.48,6067.59,6072.36,6084.38,6051.46
2005-03-17,6072.36,6052.69,6032.47,6072.36,6002.1
2005-03-18,6032.47,6050.48,6043.95,6053.92,6018.63
2005-03-21,6043.95,6072.68,6058.96,6077.94,6043.95
2005-03-22,6058.96,6020.72,6018.79,6058.96,6010.15
2005-03-23,6018.79,5981.46,6019.49,6018.79,5983.64
2005-03-24,6019.49,6043.82,6001.0,6054.65,6019.49
2005-03-25,6001.0,6021.79,6065.91,6034.3,6001.0
2005-03-28,6065.91,6070.94,6048.74,6093.19,6061.07
2005-03-29,6048.74,6004.46,5961.24,6048.74,5994.32
2005-03-30,5961.24,5964.38,5957.98,5980.5,5940.18
2005-03-31,5957.98,6002.35,6005.88,6013.31,5957.98
2005-04-01,6005.88,5993.7,6028.75,6012.64,5974.95
2005-04-04,6028.75,6020.74,6019.93,6028.75,6006.3
2005-04-06,6019.93,6039.59,6013.49,6038.1,6006.81
2005-04-07,6013.49,6039.06,5971.76,6043.1,6013.49
2005-04-08,5971.76,6020.21,6024.07,6020.18,5971.76
2005-04-11,6024.07,5995.27,5979.42,6024.07,5996.24
2005-04-12,5979.42,5968.46,5993.89,5990.82,5955.24
2005-04-13,5993.89,6004.37,5998.08,6007.01,5993.89
2005-04-14,5998.08,5988.67,5976.68,5998.08,5964.33
2005-04-15,5976.68,5933.24,5888.37,5976.68,5927.06
2005-04-18,5888.37,5779.58,5715.16,5888.37,5766.38
2005-04-19,5715.16,5738.14,5748.35,5743.87,5715.16
2005-04-20,5748.35,5727.25,5693.01,5799.85,5726.63
2005-04-21,5693.01,5688.84,5721.99,5693.01,5565.41
2005-04-22,5721.99,5793.88,5747.09,5799.73,5721.99
2005-04-25,5747.09,5755.31,5758.31,5755.62,5727.42
2005-04-26,5758.31,5770.98,5805.25,5786.96,5755.88
2005-04-27,5805.25,5794.85,5778.27,5817.92,5794.43
2005-04-28,5778.27,5769.81,5842.27,5778.55,5755.08
2005-04-29,5842.27,5814.22,5818.07,5842.27,5794.66
2005-05-03,5818.07,5853.99,5818.22,5863.41,5818.07
2005-05-04,5818.22,5824.04,5803.68,5831.02,5812.02
2005-05-05,5803.68,5887.83,5927.5,5896.25,5803.68
2005-05-06,5927.5,5950.35,5967.96,5951.9,5917.02
2005-05-09,5967.96,5958.88,5966.85,5973.6,5950.63
2005-05-10,5966.85,5951.02,5949.8,5976.83,5944.88
2005-05-11,5949.8,5914.36,5917.13,5949.8,5900.72
2005-05-12,5917.13,5919.0,5934.6,5934.23,5917.13
2005-05-13,5934.6,5974.36,5981.48,5990.45,5925.67
2005-05-16,5981.48,5959.47,5925.88,5997.77,5941.03
2005-05-17,5925.88,5917.23,5894.01,5943.92,5914.62
2005-05-18,5894.01,5895.66,5890.83,5905.39,5889.47
2005-05-19,5890.83,5976.78,5970.71,5997.76,5890.83
2005-05-20,5970.71,5987.87,5954.69,5990.43,5970.71
2005-05-23,5954.69,5909.68,5885.45,5954.69,5893.77
2005-05-24,5885.45,5905.29,5909.1,5907.73,5885.45
2005-05-25,5909.1,5950.66,5888.53,5956.64,5909.1
2005-05-26,5888.53,5904.86,5939.42,5909.08,5883.18
2005-05-27,5939.42,5995.23,5991.55,5998.45,5939.42
2005-05-30,5991.55,5987.59,6009.52,6001.3,5979.82
2005-05-31,6009.52,5993.49,6011.56,6011.33,5981.24
2005-06-01,6011.56,5977.27,5971.62,6023.34,5974.6
2005-06-02,5971.62,6045.84,6039.48,6045.17,5971.62
2005-06-03,6039.48,6080.76,6107.95,6078.93,6039.48
2005-06-06,6107.95,6122.12,6137.57,6119.0,6086.41
2005-06-07,6137.57,6117.95,6105.79,6146.94,6111.46
2005-06-08,6105.79,6135.93,6161.66,6139.64,6105.79
2005-06-09,6161.66,6153.41,6145.92,6188.59,6152.14
2005-06-10,6145.92,6169.18,6192.35,6198.3,6145.92
2005-06-13,6192.35,6183.59,6231.05,6194.9,6170.68
2005-06-14,6231.05,6259.92,6205.76,6266.25,6225.23
2005-06-15,6205.76,6238.51,6252.1,6244.61,6205.76
2005-06-16,6252.1,6264.07,6282.41,6298.35,6249.0
2005-06-17,6282.41,6329.33,6293.56,6348.48,6282.41
2005-06-20,6293.56,6276.05,6296.89,6315.29,6272.97
2005-06-21,6296.89,6278.46,6278.46,6304.88,6280.07
2005-06-22,6278.46,6317.75,6357.83,6326.47,6278.46
2005-06-23,6357.83,6384.74,6373.86,6399.16,6357.83
2005-06-24,6373.86,6343.67,6340.69,6373.86,6337.76
2005-06-27,6340.69,6290.59,6302.99,6340.69,6294.57
2005-06-28,6302.99,6303.15,6316.84,6322.7,6294.18
2005-06-29,6316.84,6345.35,6231.65,6375.68,6316.84
2005-06-30,6231.65,6247.4,6241.94,6280.53,6231.65
2005-07-01,6241.94,6207.11,6272.14,6252.23,6195.17
2005-07-04,6272.14,6266.88,6271.2,6288.41,6257.9
2005-07-05,6271.2,6243.05,6232.04,6279.2,6239.69
2005-07-06,6232.04,6237.23,6222.05,6256.9,6232.04
2005-07-07,6222.05,6212.88,6212.6,6222.05,6191.54
2005-07-08,6212.6,6207.13,6201.4,6212.63,6186.79
2005-07-11,6201.4,6265.77,6298.86,6268.43,6201.4
2005-07-12,6298.86,6348.49,6358.81,6362.59,6298.86
2005-07-13,6358.81,6368.65,6377.09,6373.63,6352.21
2005-07-14,6377.09,6392.1,6418.35,6405.8,6377.09
2005-07-15,6418.35,6440.07,6410.59,6453.44,6418.35
2005-07-19,6410.59,6402.64,6416.34,6417.06,6387.86
2005-07-20,6416.34,6438.1,6423.81,6445.44,6416.34
2005-07-21,6423.81,6436.36,6394.03,6478.64,6344.84
2005-07-22,6394.03,6396.2,6380.73,6415.43,6377.57
2005-07-25,6380.73,6416.47,6420.45,6426.5,6380.73
2005-07-26,6420.45,6434.06,6366.16,6439.98,6413.91
2005-07-27,6366.16,6358.23,6327.25,6376.05,6343.38
2005-07-28,6327.25,6334.9,6375.64,6364.38,6327.25
2005-07-29,6375.64,6386.28,6311.98,6420.64,6375.64
2005-08-01,6311.98,6298.89,6307.93,6323.52,6295.25
2005-08-02,6307.93,6331.56,6343.54,6360.43,6307.93
2005-08-03,6343.54,6410.98,6455.57,6417.43,6343.54
2005-08-04,6455.57,6466.43,6446.01,6481.62,6441.38
2005-08-08,6446.01,6379.66,6380.03,6446.01,6381.87
2005-08-09,6380.03,6367.43,6380.0,6397.37,6361.19
2005-08-10,6380.0,6415.73,6356.84,6430.13,6380.0
2005-08-11,6356.84,6371.51,6353.71,6380.39,6351.01
2005-08-12,6353.71,6370.01,6350.9,6392.49,6353.71
2005-08-15,6350.9,6283.1,6245.13,6350.9,6268.02
2005-08-16,6245.13,6249.79,6242.4,6266.33,6235.73
2005-08-17,6242.4,6237.39,6241.92,6245.55,6213.59
2005-08-18,6241.92,6245.46,6205.09,6257.56,6235.54
2005-08-19,6205.09,6174.3,6158.94,6205.09,6155.76
2005-08-22,6158.94,6191.85,6206.65,6202.9,6158.94
2005-08-23,6206.65,6233.11,6195.18,6234.31,6198.83
2005-08-24,6195.18,6153.05,6127.24,6195.18,6143.96
2005-08-25,6127.24,6124.3,6109.66,6131.07,6097.23
2005-08-26,6109.66,6134.03,6136.55,6141.14,6107.0
2005-08-29,6136.55,6078.06,6049.44,6136.55,6073.33
2005-08-30,6049.44,6060.5,6032.12,6087.86,6049.44
2005-08-31,6032.12,6066.88,6033.47,6065.01,6022.48
2005-09-02,6033.47,6087.04,6116.05,6097.33,6033.47
2005-09-05,6116.05,6114.45,6098.78,6131.95,6100.34
2005-09-06,6098.78,6125.54,6140.14,6142.95,6098.78
2005-09-07,6140.14,6146.3,6141.14,6168.51,6140.14
2005-09-08,6141.14,6170.0,6149.88,6168.89,6141.14
2005-09-09,6149.88,6156.28,6119.06,6167.9,6148.94
2005-09-12,6119.06,6139.73,6164.98,6158.23,6119.06
2005-09-13,6164.98,6167.18,6169.08,6172.6,6156.12
2005-09-14,6169.08,6150.01,6148.7,6172.89,6148.71
2005-09-15,6148.7,6116.27,6082.56,6148.7,6102.97
2005-09-19,6031.24,6049.51,6035.59,6050.4,6031.24
2005-09-20,6035.59,6026.06,6105.35,6035.59,5994.46
2005-09-21,6105.35,6101.68,6067.34,6121.62,6084.38
2005-09-22,6067.34,6019.97,5972.06,6067.34,6002.62
2005-09-23,5972.06,5949.47,5925.54,5973.72,5935.66
2005-09-26,5925.54,5947.37,5930.2,5975.98,5925.54
2005-09-27,5930.2,5943.91,5945.05,5944.0,5905.44
2005-09-28,5945.05,5932.85,5931.38,5949.91,5922.12
2005-09-29,5931.38,5954.94,6009.99,5955.98,5931.02
2005-09-30,6009.99,6075.61,6118.61,6086.61,6009.99
2005-10-03,6118.61,6092.75,6123.92,6128.97,6090.78
2005-10-04,6123.92,6132.61,6142.12,6149.68,6114.02
2005-10-05,6142.12,6154.14,6135.01,6171.87,6136.66
2005-10-06,6135.01,6090.42,6095.81,6135.01,6081.11
2005-10-07,6095.81,6107.22,6081.84,6107.5,6088.96
2005-10-11,6081.84,6082.99,6066.59,6112.68,6081.84
2005-10-12,6066.59,6038.46,5987.4,6066.59,6031.9
2005-10-13,5987.4,5954.39,5960.11,5987.4,5949.17
2005-10-14,5960.11,6005.06,5969.07,6004.87,5960.11
2005-10-17,5969.07,5917.83,5826.27,5991.35,5919.18
2005-10-18,5826.27,5810.13,5830.79,5860.1,5805.7
2005-10-19,5830.79,5726.19,5694.16,5830.79,5728.69
2005-10-20,5694.16,5731.25,5748.0,5763.72,5694.16
2005-10-21,5748.0,5748.47,5738.76,5757.26,5678.62
2005-10-24,5738.76,5746.14,5717.28,5766.35,5738.44
2005-10-25,5717.28,5793.72,5721.31,5803.67,5717.28
2005-10-26,5721.31,5699.62,5700.72,5739.94,5672.89
2005-10-27,5700.72,5688.46,5661.18,5705.81,5632.23
2005-10-28,5661.18,5644.65,5632.97,5690.98,5644.56
2005-10-31,5632.97,5695.94,5764.3,5713.09,5632.97
2005-11-01,5764.3,5794.74,5798.41,5806.02,5764.3
2005-11-02,5798.41,5816.9,5870.37,5840.96,5798.41
2005-11-03,5870.37,5885.89,5858.01,5908.69,5870.37
2005-11-04,5858.01,5921.56,5911.74,5930.24,5858.01
2005-11-07,5911.74,5869.71,5860.39,5911.74,5869.0
2005-11-08,5860.39,5851.28,5849.63,5867.07,5841.0
2005-11-09,5849.63,5900.89,5971.06,5910.96,5843.39
2005-11-10,5971.06,5996.55,5988.37,6004.98,5971.06
2005-11-11,5988.37,6022.36,6075.26,6068.88,5988.37
2005-11-14,6075.26,6084.91,6083.62,6090.87,6062.83
2005-11-15,6083.62,6039.87,6030.74,6083.62,6031.91
2005-11-16,6030.74,6057.0,6046.2,6079.3,6021.61
2005-11-17,6046.2,6014.27,6020.94,6063.09,6002.99
2005-11-18,6020.94,6084.42,6106.74,6095.69,6020.94
2005-11-21,6106.74,6134.97,6103.42,6138.4,6106.74
2005-11-22,6103.42,6066.75,6059.19,6103.42,6050.24
2005-11-23,6059.19,6085.39,6123.52,6112.71,6059.19
2005-11-24,6123.52,6118.82,6111.89,6128.76,6110.79
2005-11-25,6111.89,6127.43,6128.2,6145.01,6111.89
2005-11-28,6128.2,6192.38,6203.84,6191.8,6128.2
2005-11-29,6203.84,6184.22,6139.51,6207.05,6179.62
2005-11-30,6139.51,6184.55,6203.47,6192.58,6139.51
2005-12-01,6203.47,6181.55,6179.82,6203.47,6174.77
2005-12-02,6179.82,6222.69,6228.95,6258.34,6179.82
2005-12-05,6228.95,6282.28,6348.31,6287.61,6228.95
2005-12-06,6348.31,6344.51,6350.52,6348.31,6318.95
2005-12-07,6350.52,6324.16,6329.52,6370.82,6313.75
2005-12-08,6329.52,6301.88,6249.19,6329.52,6286.08
2005-12-09,6249.19,6245.55,6264.36,6274.04,6244.99
2005-12-12,6264.36,6224.65,6266.29,6272.61,6206.83
2005-12-13,6266.29,6269.71,6261.18,6273.45,6247.36
2005-12-14,6261.18,6245.92,6235.35,6280.52,6247.56
2005-12-15,6235.35,6251.07,6258.47,6259.21,6227.25
2005-12-16,6258.47,6345.54,6350.69,6354.11,6258.47
2005-12-19,6350.69,6390.52,6431.42,6400.56,6350.69
2005-12-20,6431.42,6421.68,6427.84,6443.89,6413.46
2005-12-21,6427.84,6448.82,6471.89,6453.11,6427.84
2005-12-22,6471.89,6464.34,6417.2,6504.09,6454.38
2005-12-23,6417.2,6436.44,6512.63,6455.75,6417.2
2005-12-26,6512.63,6538.54,6534.77,6573.97,6512.63
2005-12-27,6534.77,6547.87,6531.59,6570.42,6534.77
2005-12-28,6531.59,6496.59,6524.4,6531.59,6482.14
2005-12-29,6524.4,6572.68,6575.53,6581.86,6524.4
2005-12-30,6575.53,6597.96,6548.34,6597.71,6575.53
2006-01-02,6548.34,6480.5,6462.06,6548.34,6451.61
2006-01-03,6462.06,6496.69,6591.77,6503.01,6457.09
2006-01-04,6591.77,6609.07,6616.44,6670.96,6591.77
2006-01-05,6616.44,6688.82,6709.87,6717.12,6616.44
2006-01-06,6709.87,6724.56,6694.82,6761.01,6709.87
2006-01-09,6694.82,6720.68,6742.39,6763.86,6694.82
2006-01-10,6742.39,6709.25,6707.4,6751.56,6701.85
2006-01-11,6707.4,6657.89,6735.89,6709.95,6656.72
2006-01-12,6735.89,6780.32,6725.61,6797.2,6735.89
2006-01-13,6725.61,6700.47,6682.35,6729.58,6688.32
2006-01-16,6682.35,6709.66,6724.18,6721.82,6664.8
2006-01-17,6724.18,6767.33,6711.04,6775.73,6724.18
2006-01-18,6711.04,6568.05,6498.92,6711.04,6561.55
2006-01-19,6498.92,6512.96,6512.29,6533.9,6464.81
2006-01-20,6512.29,6534.24,6486.63,6571.64,6512.29
2006-01-23,6486.63,6382.06,6381.97,6486.63,6373.63
2006-01-24,6381.97,6465.1,6451.94,6465.0,6381.97
2006-01-25,6451.94,6497.48,6532.18,6505.27,6451.94
2006-02-03,6532.18,6552.47,6594.6,6626.43,6532.18
2006-02-06,6594.6,6548.48,6719.96,6594.6,6530.8
2006-02-07,6719.96,6731.28,6720.08,6740.91,6681.53
2006-02-08,6720.08,6668.04,6624.11,6720.08,6658.16
2006-02-09,6624.11,6649.31,6630.13,6700.86,6624.11
2006-02-10,6630.13,6595.98,6594.92,6652.33,6574.01
2006-02-13,6594.92,6611.06,6562.29,6623.55,6569.8
2006-02-14,6562.29,6573.12,6612.97,6576.94,6540.71
2006-02-15,6612.97,6657.07,6598.49,6653.89,6612.97
2006-02-16,6598.49,6684.67,6683.93,6687.11,6598.49
2006-02-17,6683.93,6678.81,6673.75,6726.73,6670.48
2006-02-20,6673.75,6650.08,6686.55,6673.75,6631.81
2006-02-21,6686.55,6677.94,6631.51,6717.53,6670.23
2006-02-22,6631.51,6610.12,6530.7,6650.71,6594.95
2006-02-23,6530.7,6496.4,6474.69,6530.7,6474.12
2006-02-24,6474.69,6504.01,6538.22,6512.09,6473.8
2006-02-27,6538.22,6535.45,6561.63,6538.22,6481.99
2006-03-01,6561.63,6575.81,6613.39,6582.04,6518.0
2006-03-02,6613.39,6668.21,6642.96,6685.26,6613.39
2006-03-03,6642.96,6610.84,6553.66,6659.44,6612.65
2006-03-06,6553.66,6574.11,6575.78,6579.6,6540.39
2006-03-07,6575.78,6534.57,6494.15,6575.78,6520.39
2006-03-08,6494.15,6488.08,6459.57,6521.27,6483.21
2006-03-09,6459.57,6501.41,6486.47,6505.56,6459.57
2006-03-10,6486.47,6494.86,6490.68,6507.04,6473.18
2006-03-13,6490.68,6506.29,6544.63,6524.92,6490.68
2006-03-14,6544.63,6530.97,6460.01,6545.12,6525.6
2006-03-15,6460.01,6497.81,6518.7,6526.66,6460.01
2006-03-16,6518.7,6583.91,6504.98,6578.83,6511.02
2006-03-17,6504.98,6491.58,6528.57,6512.39,6471.71
2006-03-20,6528.57,6545.86,6516.52,6569.53,6528.57
2006-03-21,6516.52,6513.6,6458.03,6536.01,6509.18
2006-03-22,6458.03,6419.45,6391.26,6458.03,6401.66
2006-03-23,6391.26,6375.66,6364.6,6418.48,6374.13
2006-03-24,6364.6,6398.59,6376.62,6396.56,6351.89
2006-03-27,6376.62,6421.78,6421.85,6421.69,6376.62
2006-03-28,6421.85,6440.07,6453.85,6450.6,6421.85
2006-03-29,6453.85,6469.99,6498.03,6474.63,6444.4
2006-03-30,6498.03,6538.81,6546.06,6548.67,6498.03
2006-03-31,6546.06,6585.66,6613.97,6599.35,6546.06
2006-04-03,6613.97,6637.48,6660.76,6637.78,6613.97
2006-04-04,6660.76,6682.03,6665.6,6682.54,6660.76
2006-04-06,6665.6,6724.41,6760.82,6741.64,6665.6
2006-04-07,6760.82,6733.79,6781.94,6760.82,6729.52
2006-04-10,6781.94,6783.28,6780.64,6791.44,6758.07
2006-04-11,6780.64,6737.8,6757.17,6780.64,6728.02
2006-04-12,6757.17,6779.65,6808.5,6776.82,6709.83
2006-04-13,6808.5,6850.65,6855.74,6868.74,6808.5
2006-04-14,6855.74,6889.65,6952.54,6900.39,6855.74
2006-04-17,6952.54,6974.59,7000.09,6999.53,6950.58
2006-04-18,7000.09,6948.13,6989.46,7007.45,6949.37
2006-04-19,6989.46,7072.14,7038.78,7093.43,6989.46
2006-04-20,7038.78,7064.18,7102.74,7071.03,7030.89
2006-04-21,7102.74,7142.49,7093.05,7152.83,7102.74
2006-04-24,7093.05,7105.03,7096.04,7109.54,7057.19
2006-04-25,7096.04,7138.96,7059.94,7166.47,7096.04
2006-04-26,7059.94,7087.75,7168.98,7093.4,7047.96
2006-04-27,7168.98,7171.13,7136.21,7229.35,7168.98
2006-04-28,7136.21,7139.76,7171.77,7176.05,7121.89
2006-05-02,7171.77,7189.89,7199.6,7196.92,7141.91
2006-05-03,7199.6,7262.81,7242.37,7264.92,7199.6
2006-05-04,7242.37,7308.57,7345.04,7320.87,7242.37
2006-05-05,7345.04,7418.2,7370.44,7417.01,7345.04
2006-05-08,7370.44,7426.69,7474.05,7443.71,7370.44
2006-05-09,7474.05,7432.0,7388.94,7474.05,7402.17
2006-05-10,7388.94,7422.21,7324.71,7426.37,7388.94
2006-05-11,7324.71,7277.85,7361.45,7324.71,7254.97
2006-05-12,7361.45,7272.51,7278.96,7361.45,7269.92
2006-05-15,7278.96,7235.17,7176.35,7278.96,7208.92
2006-05-16,7176.35,7187.09,7069.9,7202.9,7147.75
2006-05-17,7069.9,7116.94,7116.83,7134.89,7069.9
2006-05-18,7116.83,7030.2,7034.03,7116.83,6987.65
2006-05-19,7034.03,7043.3,7074.15,7054.79,7010.69
2006-05-22,7074.15,7080.44,6938.26,7112.42,7074.15
2006-05-23,6938.26,6877.14,6843.98,6938.26,6833.98
2006-05-24,6843.98,6914.28,6877.01,6913.65,6843.98
2006-05-25,6877.01,6894.65,6861.65,6914.45,6864.9
2006-05-26,6861.65,6965.06,6879.51,6976.33,6861.65
2006-05-29,6879.51,6905.24,6878.88,6916.99,6864.76
2006-05-30,6878.88,6877.09,6846.95,6912.95,6864.35
2006-06-01,6846.95,6911.17,6872.84,6912.75,6846.95
2006-06-02,6872.84,6916.34,6959.64,6961.11,6872.84
2006-06-05,6959.64,6915.7,6715.27,6967.38,6913.09
2006-06-06,6715.27,6712.78,6730.27,6735.22,6665.27
2006-06-07,6730.27,6687.1,6612.74,6730.27,6651.97
2006-06-08,6612.74,6516.3,6331.81,6612.74,6484.18
2006-06-09,6331.81,6343.63,6444.63,6389.98,6307.95
2006-06-12,6444.63,6413.99,6442.9,6444.63,6366.64
2006-06-13,6442.9,6380.13,6337.21,6442.9,6335.54
2006-06-14,6337.21,6418.29,6469.01,6415.14,6337.21
2006-06-15,6469.01,6469.17,6426.39,6535.13,6463.99
2006-06-16,6426.39,6611.42,6575.77,6620.75,6426.39
2006-06-19,6575.77,6577.29,6583.04,6600.22,6560.8
2006-06-20,6583.04,6490.3,6363.55,6583.04,6483.25
2006-06-21,6363.55,6396.49,6299.59,6399.22,6314.01
2006-06-22,6299.59,6483.24,6485.15,6482.3,6299.59
2006-06-23,6485.15,6374.01,6452.31,6485.15,6364.27
2006-06-26,6452.31,6479.73,6523.68,6485.12,6448.51
2006-06-27,6523.68,6593.46,6572.39,6598.59,6513.03
2006-06-28,6572.39,6493.27,6540.93,6572.39,6481.65
2006-06-29,6540.93,6603.02,6607.39,6606.76,6540.93
2006-06-30,6607.39,6690.16,6704.41,6731.07,6607.39
2006-07-03,6704.41,6711.42,6718.5,6730.6,6704.41
2006-07-04,6718.5,6764.02,6734.51,6762.73,6718.5
2006-07-05,6734.51,6698.15,6659.96,6734.51,6691.69
2006-07-06,6659.96,6636.58,6659.07,6659.96,6616.86
2006-07-07,6659.07,6648.93,6660.61,6659.07,6628.46
2006-07-10,6660.61,6606.76,6682.46,6660.61,6588.55
2006-07-11,6682.46,6695.38,6639.13,6702.64,6672.32
2006-07-12,6639.13,6711.1,6634.09,6702.75,6639.13
2006-07-13,6634.09,6610.28,6567.6,6634.09,6585.61
2006-07-14,6567.6,6471.46,6428.03,6567.6,6461.5
2006-07-17,6428.03,6331.24,6257.8,6428.03,6292.73
2006-07-18,6257.8,6273.63,6285.31,6288.92,6257.45
2006-07-19,6285.31,6348.19,6277.24,6347.78,6285.31
2006-07-20,6277.24,6424.63,6443.74,6423.61,6277.24
2006-07-21,6443.74,6393.88,6420.01,6443.74,6374.05
2006-07-24,6420.01,6331.68,6359.63,6420.01,6308.72
2006-07-25,6359.63,6422.47,6390.99,6435.83,6359.63
2006-07-26,6390.99,6396.89,6376.39,6397.56,6360.11
2006-07-27,6376.39,6397.68,6459.25,6406.41,6373.11
2006-07-28,6459.25,6489.9,6480.07,6490.36,6448.37
2006-07-31,6480.07,6513.97,6454.58,6531.11,6480.07
2006-08-01,6454.58,6462.75,6441.46,6478.34,6439.61
2006-08-02,6441.46,6433.81,6471.42,6441.46,6421.78
2006-08-03,6471.42,6512.12,6462.32,6514.9,6471.42
2006-08-04,6462.32,6485.15,6442.61,6489.46,6462.32
2006-08-07,6442.61,6423.68,6416.61,6442.61,6405.09
2006-08-08,6416.61,6476.79,6502.14,6480.3,6416.61
2006-08-09,6502.14,6503.96,6573.22,6515.65,6489.25
2006-08-10,6573.22,6588.61,6578.61,6599.81,6555.28
2006-08-11,6578.61,6578.12,6571.1,6617.23,6575.08
2006-08-14,6571.1,6612.75,6611.9,6634.73,6571.1
2006-08-15,6611.9,6620.05,6615.13,6628.5,6602.59
2006-08-16,6615.13,6672.42,6696.63,6686.42,6615.13
2006-08-17,6696.63,6726.27,6733.46,6761.79,6696.63
2006-08-18,6733.46,6738.82,6721.08,6761.4,6733.46
2006-08-21,6721.08,6638.24,6505.92,6721.08,6636.23
2006-08-22,6505.92,6560.69,6590.2,6558.09,6505.92
2006-08-23,6590.2,6490.73,6556.33,6590.2,6454.71
2006-08-24,6556.33,6544.63,6550.64,6570.62,6537.8
2006-08-25,6550.64,6585.38,6526.22,6600.94,6550.64
2006-08-28,6526.22,6495.07,6444.76,6526.22,6468.52
2006-08-29,6444.76,6496.69,6479.91,6497.22,6444.76
2006-08-30,6479.91,6583.11,6587.12,6582.03,6479.91
2006-08-31,6587.12,6645.05,6611.77,6653.51,6587.12
2006-09-01,6611.77,6641.31,6651.46,6657.74,6611.77
2006-09-04,6651.46,6731.28,6750.78,6744.11,6651.46
2006-09-05,6750.78,6762.21,6734.73,6766.81,6731.29
2006-09-06,6734.73,6725.81,6688.4,6747.98,6705.74
2006-09-07,6688.4,6655.67,6685.23,6688.4,6638.79
2006-09-08,6685.23,6676.28,6693.11,6685.23,6654.77
2006-09-11,6693.11,6783.18,6693.88,6802.84,6693.11
2006-09-12,6693.88,6656.13,6625.73,6698.38,6642.08
2006-09-13,6625.73,6668.65,6664.87,6690.29,6625.73
2006-09-14,6664.87,6680.03,6598.87,6691.51,6660.38
2006-09-15,6598.87,6625.24,6681.09,6639.29,6575.87
2006-09-18,6681.09,6819.55,6882.48,6817.27,6681.09
2006-09-19,6882.48,6897.71,6881.87,6915.08,6858.85
2006-09-20,6881.87,6883.55,6877.77,6882.84,6841.88
2006-09-21,6877.77,6899.13,6889.89,6938.93,6877.77
2006-09-22,6889.89,6864.43,6885.6,6889.89,6854.02
2006-09-25,6885.6,6883.92,6911.21,6921.36,6874.23
2006-09-26,6911.21,6928.63,6901.75,6958.79,6911.21
2006-09-27,6901.75,6938.42,6946.27,6961.71,6901.75
2006-09-28,6946.27,6919.27,6885.12,6961.92,6922.14
2006-09-29,6885.12,6880.74,6883.05,6890.01,6860.52
2006-10-02,6883.05,6942.27,6960.95,6961.78,6883.05
2006-10-03,6960.95,6953.53,6956.88,6963.61,6935.8
2006-10-04,6956.88,6935.62,6874.98,6980.67,6920.15
2006-10-05,6874.98,6940.99,6997.24,6956.86,6874.98
2006-10-11,6997.24,7001.47,7006.67,7022.49,6984.45
