date,o0900,p10,c1330,hi_am,lo_am
2009-07-07,6649.91,6677.43,6715.22,6694.36,6649.91
2009-07-08,6715.22,6659.0,6668.14,6715.22,6637.68
2009-07-09,6668.14,6768.53,6748.18,6789.51,6668.14
2009-07-10,6748.18,6782.06,6769.86,6807.46,6748.18
2009-07-13,6769.86,6627.25,6530.82,6797.72,6629.79
2009-07-14,6530.82,6607.97,6639.41,6610.69,6530.82
2009-07-15,6639.41,6720.4,6738.6,6732.24,6639.41
2009-07-16,6738.6,6861.5,6780.3,6878.68,6738.6
2009-07-17,6780.3,6826.93,6850.99,6854.61,6780.3
2009-07-20,6850.99,6918.71,6938.86,6925.86,6850.99
2009-07-21,6938.86,6911.06,6953.34,7002.32,6914.45
2009-07-22,6953.34,7018.39,6985.32,7030.13,6953.34
2009-07-23,6985.32,6997.32,6980.88,7013.47,6926.27
2009-07-24,6980.88,7015.8,6973.28,7046.46,6980.88
2009-07-27,6973.28,6991.36,7028.43,7016.91,6954.3
2009-07-28,7028.43,7113.43,7142.63,7118.5,7028.43
2009-07-29,7142.63,7135.61,7083.63,7185.52,7114.36
2009-07-30,7083.63,7013.54,7027.11,7083.63,6944.5
2009-07-31,7027.11,7103.77,7077.71,7123.67,7027.11
2009-08-03,7077.71,7058.16,7056.71,7084.59,7015.3
2009-08-04,7056.71,7109.94,6955.87,7138.94,7056.71
2009-08-05,6955.87,6970.52,6848.24,6986.02,6913.44
2009-08-06,6848.24,6855.78,6868.65,6888.09,6819.24
2009-08-10,6868.65,6876.68,6882.87,6907.84,6836.96
2009-08-11,6882.87,6846.02,6909.02,6904.46,6838.72
2009-08-12,6909.02,6914.14,6898.9,6933.51,6864.91
2009-08-13,6898.9,6976.39,7034.96,6992.72,6898.9
2009-08-14,7034.96,7105.5,7069.51,7132.33,7034.96
2009-08-17,7069.51,6969.67,6931.8,7069.51,6962.67
2009-08-18,6931.8,6862.56,6789.77,6931.8,6843.27
2009-08-19,6789.77,6803.53,6788.58,6854.59,6789.77
2009-08-20,6788.58,6699.13,6733.23,6788.58,6647.32
2009-08-21,6733.23,6776.93,6654.8,6824.65,6733.23
2009-08-24,6654.8,6779.33,6838.25,6800.03,6654.8
2009-08-25,6838.25,6837.1,6809.41,6865.92,6814.33
2009-08-26,6809.41,6733.46,6719.21,6827.89,6702.78
2009-08-27,6719.21,6731.37,6690.75,6746.79,6658.73
2009-08-28,6690.75,6813.31,6809.86,6824.65,6690.75
2009-08-31,6809.86,6802.22,6825.95,6848.96,6793.92
2009-09-01,6825.95,6914.68,7019.75,6910.98,6807.62
2009-09-02,7019.75,7023.76,7039.77,7043.68,6961.01
2009-09-03,7039.77,7086.79,7104.65,7092.62,7011.36
2009-09-04,7104.65,7142.37,7153.13,7178.54,7104.65
2009-09-07,7153.13,7228.89,7224.59,7240.34,7153.13
2009-09-08,7224.59,7255.26,7313.99,7265.95,7202.69
2009-09-09,7313.99,7298.43,7250.72,7363.11,7290.27
2009-09-10,7250.72,7358.13,7332.08,7507.49,7250.72
2009-09-11,7332.08,7340.17,7337.14,7348.63,7295.85
2009-09-14,7337.14,7233.12,7256.95,7350.92,7218.18
2009-09-15,7256.95,7261.21,7346.26,7294.65,7252.33
2009-09-16,7346.26,7433.99,7440.24,7445.49,7346.26
2009-09-17,7440.24,7508.26,7477.3,7513.73,7440.24
2009-09-18,7477.3,7469.95,7526.55,7482.87,7434.83
2009-09-21,7526.55,7481.98,7502.46,7558.88,7439.03
2009-09-22,7502.46,7479.53,7469.03,7526.23,7463.41
2009-09-23,7469.03,7487.53,7376.76,7534.66,7469.03
2009-09-24,7376.76,7367.65,7324.22,7386.99,7346.64
2009-09-25,7324.22,7308.49,7345.22,7338.27,7284.33
2009-09-28,7345.22,7275.89,7284.61,7354.8,7277.53
2009-09-29,7284.61,7390.92,7429.98,7416.32,7284.61
2009-09-30,7429.98,7517.19,7509.17,7508.65,7429.98
2009-10-01,7509.17,7544.9,7545.29,7599.62,7509.17
2009-10-02,7545.29,7475.95,7411.88,7545.29,7415.16
2009-10-05,7411.88,7402.88,7437.98,7434.02,7381.02
2009-10-06,7437.98,7512.98,7536.05,7506.37,7437.98
2009-10-07,7536.05,7587.08,7608.66,7619.03,7536.05
2009-10-08,7608.66,7631.55,7503.31,7635.66,7591.2
2009-10-09,7503.31,7543.8,7571.96,7597.79,7503.31
2009-10-12,7571.96,7582.28,7599.88,7620.17,7559.4
2009-10-13,7599.88,7516.41,7596.6,7599.88,7471.53
2009-10-14,7596.6,7631.63,7695.75,7653.29,7596.6
2009-10-15,7695.75,7762.02,7710.4,7780.66,7695.75
2009-10-16,7710.4,7705.45,7715.1,7738.04,7694.07
2009-10-19,7715.1,7729.09,7751.32,7728.75,7691.21
2009-10-20,7751.32,7779.43,7753.52,7811.92,7751.32
2009-10-21,7753.52,7715.55,7701.5,7774.4,7706.29
2009-10-22,7701.5,7653.95,7607.93,7710.82,7644.69
2009-10-23,7607.93,7626.67,7649.28,7657.65,7607.93
2009-10-26,7649.28,7729.56,7668.4,7747.48,7649.28
2009-10-27,7668.4,7625.36,7657.34,7668.4,7617.77
2009-10-28,7657.34,7622.03,7533.95,7657.34,7619.74
2009-10-29,7533.95,7346.22,7355.69,7533.95,7324.55
2009-10-30,7355.69,7390.22,7340.08,7428.72,7355.69
2009-11-02,7340.08,7252.59,7335.18,7340.08,7218.89
2009-11-03,7335.18,7345.78,7322.93,7363.44,7321.65
2009-11-04,7322.93,7405.37,7467.04,7412.89,7322.93
2009-11-05,7467.04,7463.92,7417.46,7471.86,7433.22
2009-11-06,7417.46,7497.7,7463.05,7521.01,7417.46
2009-11-09,7463.05,7529.31,7536.7,7562.59,7463.05
2009-11-10,7536.7,7592.31,7593.49,7614.54,7536.7
2009-11-11,7593.49,7557.61,7668.06,7611.43,7555.83
2009-11-12,7668.06,7698.46,7670.93,7709.89,7668.06
2009-11-13,7670.93,7660.55,7665.63,7670.93,7641.48
2009-11-16,7665.63,7750.7,7792.68,7764.6,7665.63
2009-11-17,7792.68,7805.02,7733.21,7875.48,7780.01
2009-11-18,7733.21,7771.07,7766.69,7778.86,7733.21
2009-11-19,7766.69,7786.18,7759.98,7789.86,7752.22
2009-11-20,7759.98,7718.38,7682.97,7759.98,7707.94
2009-11-23,7682.97,7697.72,7687.15,7714.7,7673.61
2009-11-24,7687.15,7711.2,7714.56,7735.91,7687.15
2009-11-25,7714.56,7762.99,7756.31,7784.28,7714.56
2009-11-26,7756.31,7788.25,7739.16,7818.0,7756.31
2009-11-27,7739.16,7586.42,7490.91,7739.16,7564.32
2009-11-30,7490.91,7584.55,7582.21,7600.72,7490.91
2009-12-01,7582.21,7577.69,7649.23,7615.95,7549.01
2009-12-02,7649.23,7705.97,7677.62,7741.85,7649.23
2009-12-03,7677.62,7696.73,7684.67,7738.03,7677.62
2009-12-04,7684.67,7694.02,7650.91,7701.81,7666.81
2009-12-07,7650.91,7723.43,7775.64,7735.83,7650.91
2009-12-08,7775.64,7761.0,7768.71,7802.27,7754.88
2009-12-09,7768.71,7768.75,7797.42,7768.71,7742.92
2009-12-10,7797.42,7790.19,7677.91,7829.41,7787.76
2009-12-11,7677.91,7728.19,7795.07,7726.63,7677.91
2009-12-14,7795.07,7797.88,7819.13,7841.51,7770.2
2009-12-15,7819.13,7830.24,7807.62,7846.78,7812.93
2009-12-16,7807.62,7771.32,7751.6,7807.62,7724.58
2009-12-17,7751.6,7821.97,7742.17,7836.43,7751.6
2009-12-18,7742.17,7710.71,7753.63,7742.17,7688.0
2009-12-21,7753.63,7799.4,7787.27,7826.83,7753.63
2009-12-22,7787.27,7830.56,7856.0,7850.05,7787.27
2009-12-23,7856.0,7884.39,7901.5,7894.68,7856.0
2009-12-24,7901.5,7953.98,7963.54,7963.83,7901.5
2009-12-25,7963.54,7976.53,7972.59,8009.0,7963.54
2009-12-28,7972.59,8039.15,8057.49,8043.51,7972.59
2009-12-29,8057.49,8035.59,8053.83,8088.01,8031.49
2009-12-30,8053.83,8061.75,8112.28,8088.64,8053.83
2009-12-31,8112.28,8139.26,8188.11,8162.2,8112.28
2010-01-04,8188.11,8148.89,8207.85,8240.45,8143.45
2010-01-05,8207.85,8224.52,8211.4,8283.64,8207.85
2010-01-06,8211.4,8236.6,8327.62,8255.82,8211.4
2010-01-07,8327.62,8300.49,8237.42,8369.55,8303.0
2010-01-08,8237.42,8224.73,8280.9,8284.24,8178.93
2010-01-11,8280.9,8349.07,8323.82,8347.77,8280.9
2010-01-12,8323.82,8297.41,8309.37,8356.97,8278.49
2010-01-13,8309.37,8229.44,8196.56,8309.37,8211.65
2010-01-14,8196.56,8265.7,8289.98,8264.45,8196.56
2010-01-15,8289.98,8326.75,8356.89,8366.62,8289.98
2010-01-18,8356.89,8310.35,8337.82,8356.89,8290.38
2010-01-19,8337.82,8335.89,8249.0,8395.39,8311.41
2010-01-20,8249.0,8216.24,8220.93,8309.19,8218.88
2010-01-21,8220.93,8174.11,8127.87,8220.93,8151.64
2010-01-22,8127.87,7950.96,7927.31,8127.87,7924.31
2010-01-25,7927.31,7883.12,7872.99,7927.31,7828.34
2010-01-26,7872.99,7882.09,7598.81,7922.07,7869.0
2010-01-27,7598.81,7620.56,7560.03,7642.12,7566.58
2010-01-28,7560.03,7657.61,7694.58,7668.61,7560.03
2010-01-29,7694.58,7512.89,7640.44,7694.58,7481.9
2010-02-01,7640.44,7585.37,7524.67,7661.7,7566.41
2010-02-02,7524.67,7599.37,7429.61,7635.73,7524.67
2010-02-03,7429.61,7497.32,7547.98,7550.82,7429.61
2010-02-04,7547.98,7527.29,7542.04,7578.18,7504.96
2010-02-05,7542.04,7262.2,7217.83,7542.04,7257.95
2010-02-06,7217.83,7203.39,7212.87,7249.19,7184.32
2010-02-08,7212.87,7209.31,7215.88,7253.24,7173.18
2010-02-09,7215.88,7320.18,7361.04,7317.84,7197.13
2010-02-10,7361.04,7471.75,7441.84,7470.5,7361.04
2010-02-22,7441.84,7595.48,7560.04,7619.87,7441.84
2010-02-23,7560.04,7503.73,7597.44,7578.0,7502.45
2010-02-24,7597.44,7562.19,7529.67,7597.44,7515.38
2010-02-25,7529.67,7537.74,7426.96,7568.42,7494.78
2010-02-26,7426.96,7449.88,7436.1,7479.28,7422.79
2010-03-01,7436.1,7520.11,7577.75,7529.58,7436.1
2010-03-02,7577.75,7640.66,7597.62,7664.49,7577.75
2010-03-03,7597.62,7637.1,7629.52,7670.25,7597.62
2010-03-04,7629.52,7636.44,7569.8,7664.0,7623.79
2010-03-05,7569.8,7672.16,7666.26,7694.89,7569.8
2010-03-08,7666.26,7736.41,7762.27,7741.8,7666.26
2010-03-09,7762.27,7748.41,7770.59,7768.24,7737.65
2010-03-10,7770.59,7780.64,7779.08,7803.27,7768.85
2010-03-11,7779.08,7803.51,7749.66,7818.84,7779.08
2010-03-12,7749.66,7747.39,7748.33,7773.52,7726.09
2010-03-15,7748.33,7731.29,7634.92,7766.36,7723.74
2010-03-16,7634.92,7646.2,7695.63,7679.57,7634.92
2010-03-17,7695.63,7795.43,7847.84,7804.91,7695.63
2010-03-18,7847.84,7868.46,7886.34,7884.99,7847.55
2010-03-19,7886.34,7877.59,7897.91,7899.01,7863.69
2010-03-22,7897.91,7826.06,7835.98,7897.91,7813.33
2010-03-23,7835.98,7856.49,7811.87,7889.04,7835.98
2010-03-24,7811.87,7853.09,7822.71,7881.37,7811.87
2010-03-25,7822.71,7764.17,7838.1,7824.74,7755.82
2010-03-26,7838.1,7797.83,7876.86,7838.1,7770.42
2010-03-29,7876.86,7935.53,7947.45,7941.54,7876.86
2010-03-30,7947.45,7955.23,7962.22,7994.62,7947.45
2010-03-31,7962.22,7964.04,7920.06,7974.89,7932.81
2010-04-01,7920.06,8006.85,8013.09,8015.85,7920.06
2010-04-02,8013.09,8025.82,8025.93,8050.99,8013.09
2010-04-06,8025.93,8112.32,8089.65,8124.39,8025.93
2010-04-07,8089.65,8093.62,8121.78,8133.45,8089.65
2010-04-08,8121.78,8087.83,8057.6,8121.78,8075.43
2010-04-09,8057.6,8074.63,8092.03,8089.46,8039.41
2010-04-12,8092.03,8124.38,8117.75,8152.53,8092.03
2010-04-13,8117.75,8093.71,8029.73,8117.75,8039.55
2010-04-14,8029.73,8053.27,8097.13,8082.7,8029.73
2010-04-15,8097.13,8144.79,8171.94,8190.01,8097.13
2010-04-16,8171.94,8134.58,8111.57,8171.94,8124.39
2010-04-19,8111.57,8006.49,7854.22,8111.57,7990.85
2010-04-20,7854.22,7844.03,7900.42,7909.62,7842.07
2010-04-21,7900.42,7996.69,7990.53,7997.27,7900.42
2010-04-22,7990.53,7921.83,7978.69,7990.53,7897.14
2010-04-23,7978.69,8000.33,8004.89,8030.11,7978.69
2010-04-26,8004.89,8126.21,8158.14,8146.45,8004.89
2010-04-27,8158.14,8121.14,8146.44,8174.85,8121.14
2010-04-28,8146.44,8041.68,8081.55,8146.44,7944.7
2010-04-29,8081.55,8086.19,8054.05,8107.36,8066.04
2010-04-30,8054.05,8087.61,8004.25,8163.94,8054.05
2010-05-03,8004.25,7972.67,7952.17,8022.45,7962.69
2010-05-04,7952.17,7974.17,7930.77,8010.98,7952.17
2010-05-05,7930.77,7702.36,7696.9,7930.77,7695.69
2010-05-06,7696.9,7681.89,7579.48,7702.11,7660.09
2010-05-07,7579.48,7447.13,7567.1,7579.48,7387.19
2010-05-10,7567.1,7633.84,7664.73,7636.5,7567.1
2010-05-11,7664.73,7697.84,7608.44,7743.41,7664.73
2010-05-12,7608.44,7670.44,7602.7,7674.52,7608.44
2010-05-13,7602.7,7703.31,7770.57,7713.34,7602.7
2010-05-14,7770.57,7751.23,7772.13,7770.57,7725.82
2010-05-17,7772.13,7630.32,7598.72,7772.13,7622.58
2010-05-18,7598.72,7609.05,7585.3,7637.99,7583.65
2010-05-19,7585.3,7516.0,7559.16,7585.3,7489.81
2010-05-20,7559.16,7549.97,7424.43,7559.16,7514.47
2010-05-21,7424.43,7234.15,7237.71,7424.43,7164.21
2010-05-24,7237.71,7279.82,7322.73,7305.28,7237.71
2010-05-25,7322.73,7173.02,7086.37,7322.73,7159.54
2010-05-26,7086.37,7093.64,7167.35,7170.97,7086.37
2010-05-27,7167.35,7105.11,7243.16,7170.96,7106.18
2010-05-28,7243.16,7348.6,7295.32,7364.01,7243.16
2010-05-31,7295.32,7293.8,7373.98,7335.8,7292.54
2010-06-01,7373.98,7286.4,7289.33,7373.98,7276.52
2010-06-02,7289.33,7268.63,7195.71,7289.33,7236.97
2010-06-03,7195.71,7327.37,7360.28,7343.08,7195.71
2010-06-04,7360.28,7346.84,7344.59,7377.56,7342.64
2010-06-07,7344.59,7099.03,7157.83,7344.59,7085.55
2010-06-08,7157.83,7172.7,7151.99,7178.31,7142.12
2010-06-09,7151.99,7167.12,7071.67,7193.04,7151.99
2010-06-10,7071.67,7100.86,7181.77,7136.88,7071.67
2010-06-11,7181.77,7306.87,7299.49,7321.6,7181.77
2010-06-14,7299.49,7361.48,7387.4,7378.3,7299.49
2010-06-15,7387.4,7393.88,7454.06,7396.03,7364.34
2010-06-17,7454.06,7499.55,7515.78,7514.66,7454.06
2010-06-18,7515.78,7489.91,7493.11,7538.55,7465.61
2010-06-21,7493.11,7594.55,7635.56,7636.67,7493.11
2010-06-22,7635.56,7621.09,7612.68,7635.56,7610.62
2010-06-23,7612.68,7567.51,7582.15,7612.68,7549.98
2010-06-24,7582.15,7582.5,7589.89,7607.63,7567.96
2010-06-25,7589.89,7516.93,7474.71,7589.89,7502.07
2010-06-28,7474.71,7521.75,7500.79,7525.7,7474.71
2010-06-29,7500.79,7556.49,7423.57,7584.81,7500.79
2010-06-30,7423.57,7296.1,7329.37,7423.57,7255.09
2010-07-01,7329.37,7292.33,7254.06,7329.37,7276.65
2010-07-02,7254.06,7317.25,7330.74,7317.89,7254.06
2010-07-05,7330.74,7358.53,7439.96,7377.02,7330.74
2010-07-06,7439.96,7441.51,7548.48,7439.96,7382.37
2010-07-07,7548.48,7555.37,7534.46,7565.37,7522.19
2010-07-08,7534.46,7609.97,7608.85,7622.46,7534.46
2010-07-09,7608.85,7604.78,7647.25,7644.11,7607.35
2010-07-12,7647.25,7646.59,7639.55,7674.26,7636.81
2010-07-13,7639.55,7646.46,7597.42,7671.48,7634.17
2010-07-14,7597.42,7708.3,7714.51,7720.63,7597.42
2010-07-15,7714.51,7707.61,7704.52,7714.51,7681.87
2010-07-16,7704.52,7683.52,7664.57,7718.85,7660.76
2010-07-19,7664.57,7630.21,7649.83,7664.57,7596.26
2010-07-20,7649.83,7644.57,7712.03,7678.89,7645.45
2010-07-21,7712.03,7724.8,7701.29,7752.8,7712.03
2010-07-22,7701.29,7680.06,7666.34,7718.92,7665.78
2010-07-23,7666.34,7759.86,7761.22,7777.57,7666.34
2010-07-26,7761.22,7796.75,7787.45,7801.47,7761.22
2010-07-27,7787.45,7776.77,7748.01,7806.25,7760.81
2010-07-28,7748.01,7745.11,7784.81,7762.14,7726.4
2010-07-29,7784.81,7786.54,7798.99,7786.95,7769.2
2010-07-30,7798.99,7751.34,7760.63,7798.99,7731.19
2010-08-02,7760.63,7870.64,7911.68,7883.51,7760.63
2010-08-03,7911.68,7954.17,7957.53,7970.58,7911.68
2010-08-04,7957.53,7949.92,7972.66,7970.69,7943.58
2010-08-05,7972.66,8008.51,7936.85,8018.74,7972.66
2010-08-06,7936.85,7949.89,7963.3,7956.29,7926.4
2010-08-09,7963.3,8013.38,8034.49,8025.09,7963.3
2010-08-10,8034.49,8017.65,7976.74,8054.29,8004.11
2010-08-11,7976.74,7894.45,7895.03,7976.74,7892.71
2010-08-12,7895.03,7799.95,7829.79,7895.03,7776.66
2010-08-13,7829.79,7854.57,7891.58,7858.12,7829.79
2010-08-16,7891.58,7875.49,7941.22,7891.58,7850.13
2010-08-17,7941.22,7947.28,7931.09,7973.15,7937.68
2010-08-18,7931.09,7957.84,7924.1,7984.57,7931.09
2010-08-19,7924.1,7918.39,7928.94,7933.16,7887.54
2010-08-20,7928.94,7912.55,7927.31,7941.61,7910.64
2010-08-23,7927.31,7985.4,7975.93,7981.73,7924.1
2010-08-24,7975.93,7959.67,7940.64,7988.32,7942.77
2010-08-25,7940.64,7817.18,7736.98,7940.64,7819.45
2010-08-26,7736.98,7698.58,7689.74,7758.14,7698.38
2010-08-27,7689.74,7679.22,7722.91,7722.63,7662.23
2010-08-30,7722.91,7771.86,7741.2,7797.26,7722.91
2010-08-31,7741.2,7628.32,7616.28,7741.2,7624.83
2010-09-01,7616.28,7638.65,7668.25,7655.1,7616.28
2010-09-02,7668.25,7741.58,7720.82,7780.53,7668.25
2010-09-03,7720.82,7798.46,7830.21,7820.34,7720.82
2010-09-06,7830.21,7882.0,7890.95,7884.51,7830.21
2010-09-07,7890.95,7894.94,7884.4,7918.75,7876.67
2010-09-08,7884.4,7860.33,7851.31,7898.76,7859.58
2010-09-09,7851.31,7872.75,7835.54,7903.47,7851.31
2010-09-10,7835.54,7893.59,7890.11,7911.66,7835.54
2010-09-13,7890.11,7985.37,8091.3,7989.16,7890.11
2010-09-14,8091.3,8111.19,8132.6,8123.0,8081.79
2010-09-15,8132.6,8150.66,8163.82,8155.64,8121.34
2010-09-16,8163.82,8145.73,8099.75,8182.8,8134.5
2010-09-17,8099.75,8158.4,8158.33,8157.02,8099.75
2010-09-20,8158.33,8181.2,8186.96,8191.35,8158.33
2010-09-21,8186.96,8218.93,8196.4,8251.42,8186.96
2010-09-23,8196.4,8169.49,8202.54,8204.09,8154.97
2010-09-24,8202.54,8138.67,8166.62,8202.54,8132.44
2010-09-27,8166.62,8225.58,8191.54,8240.86,8166.62
2010-09-28,8191.54,8191.52,8189.44,8203.5,8173.26
2010-09-29,8189.44,8227.56,8240.89,8248.54,8189.44
2010-09-30,8240.89,8250.87,8237.78,8267.55,8240.89
2010-10-01,8237.78,8247.78,8244.18,8260.28,8220.73
2010-10-04,8244.18,8280.02,8246.1,8300.04,8244.18
2010-10-05,8246.1,8185.18,8200.43,8246.1,8162.88
2010-10-06,8200.43,8279.72,8284.03,8301.39,8200.43
2010-10-07,8284.03,8301.0,8283.92,8308.84,8278.54
2010-10-08,8283.92,8245.15,8244.19,8309.91,8232.02
2010-10-11,8244.19,8242.34,8176.76,8277.78,8221.0
2010-10-12,8176.76,8154.3,8090.22,8180.39,8135.91
2010-10-13,8090.22,8107.5,8106.66,8143.19,8090.22
2010-10-14,8106.66,8232.51,8215.45,8224.6,8106.66
2010-10-15,8215.45,8222.54,8205.3,8230.4,8203.32
2010-10-18,8205.3,8127.05,8060.54,8209.39,8114.16
2010-10-19,8060.54,8049.47,8046.23,8065.36,8018.31
2010-10-20,8046.23,8043.6,8124.62,8060.08,7992.81
2010-10-21,8124.62,8150.57,8131.23,8171.49,8118.18
2010-10-22,8131.23,8152.4,8168.06,8172.83,8131.23
2010-10-25,8168.06,8241.58,8306.98,8256.89,8168.06
2010-10-26,8306.98,8327.91,8343.23,8353.86,8306.98
2010-10-27,8343.23,8331.34,8291.04,8372.52,8298.24
2010-10-28,8291.04,8281.52,8354.05,8316.7,8283.0
2010-10-29,8354.05,8323.03,8287.09,8354.05,8303.78
2010-11-01,8287.09,8386.87,8379.75,8397.1,8287.09
2010-11-02,8379.75,8364.54,8344.76,8390.1,8356.04
2010-11-03,8344.76,8349.98,8293.9,8398.3,8329.86
2010-11-04,8293.9,8354.76,8357.85,8367.19,8293.9
2010-11-05,8357.85,8430.3,8449.34,8451.11,8357.85
2010-11-08,8449.34,8443.74,8430.58,8473.66,8425.29
2010-11-09,8430.58,8427.84,8445.63,8457.41,8422.75
2010-11-10,8445.63,8471.07,8450.63,8471.22,8440.89
2010-11-11,8450.63,8445.34,8436.95,8455.58,8422.96
2010-11-12,8436.95,8350.13,8316.05,8436.95,8353.4
2010-11-15,8316.05,8267.04,8240.65,8316.05,8258.69
2010-11-16,8240.65,8265.63,8312.21,8278.44,8234.22
2010-11-17,8312.21,8254.55,8255.54,8312.21,8246.4
2010-11-18,8255.54,8254.02,8283.45,8286.92,8252.66
2010-11-19,8283.45,8355.85,8306.12,8361.08,8283.45
2010-11-22,8306.12,8349.41,8374.91,8349.93,8306.12
2010-11-23,8374.91,8379.66,8328.63,8396.49,8363.06
2010-11-24,8328.63,8331.43,8297.05,8335.13,8277.33
2010-11-25,8297.05,8336.25,8349.99,8353.0,8297.05
2010-11-26,8349.99,8333.55,8312.15,8371.27,8317.58
2010-11-29,8312.15,8350.42,8367.17,8401.42,8312.15
2010-11-30,8367.17,8423.42,8372.48,8423.19,8363.97
2010-12-01,8372.48,8473.2,8520.11,8480.39,8372.48
2010-12-02,8520.11,8622.33,8585.77,8641.13,8520.11
2010-12-03,8585.77,8636.52,8624.01,8647.99,8585.77
2010-12-06,8624.01,8700.36,8702.23,8702.58,8624.01
2010-12-07,8702.23,8672.98,8704.39,8716.0,8654.49
2010-12-08,8704.39,8700.36,8703.79,8729.7,8683.98
2010-12-09,8703.79,8769.98,8753.84,8779.54,8703.79
2010-12-10,8753.84,8721.57,8718.83,8753.84,8684.05
2010-12-13,8718.83,8754.06,8736.59,8760.63,8718.83
2010-12-14,8736.59,8782.84,8740.43,8789.25,8736.59
2010-12-15,8740.43,8727.65,8756.71,8756.28,8729.44
2010-12-16,8756.71,8791.87,8782.2,8797.98,8756.71
2010-12-17,8782.2,8829.19,8817.9,8848.99,8782.2
2010-12-20,8817.9,8807.17,8768.72,8861.09,8794.26
2010-12-21,8768.72,8781.31,8827.79,8805.87,8768.72
2010-12-22,8827.79,8847.19,8860.49,8858.24,8827.79
2010-12-23,8860.49,8895.83,8898.87,8898.4,8860.49
2010-12-24,8898.87,8888.48,8861.1,8911.41,8884.5
2010-12-27,8861.1,8842.2,8892.31,8877.06,8828.67
2010-12-28,8892.31,8880.49,8870.76,8919.26,8879.66
2010-12-29,8870.76,8855.33,8866.35,8893.14,8849.48
2010-12-30,8866.35,8890.73,8907.91,8920.79,8866.35
2010-12-31,8907.91,8940.58,8972.5,8952.76,8907.91
2011-01-03,8972.5,9014.37,9025.3,9041.32,8972.5
2011-01-04,9025.3,9029.26,8997.19,9046.18,9017.47
2011-01-05,8997.19,8976.26,8846.31,9027.16,8966.52
2011-01-06,8846.31,8854.64,8883.21,8873.25,8813.63
2011-01-07,8883.21,8876.28,8782.72,8907.11,8867.14
2011-01-10,8782.72,8786.96,8817.88,8803.79,8771.12
2011-01-11,8817.88,8886.75,8931.36,8888.06,8794.77
2011-01-12,8931.36,8957.96,8965.0,9000.78,8931.36
2011-01-13,8965.0,9012.05,8975.58,9034.17,8965.0
2011-01-14,8975.58,8961.75,8972.51,8998.14,8958.23
2011-01-17,8972.51,8978.46,8925.09,9006.36,8959.32
2011-01-18,8925.09,8947.4,8988.0,8946.76,8887.03
2011-01-19,8988.0,9034.65,9086.02,9039.94,8988.0
2011-01-20,9086.02,9033.63,9022.17,9086.02,9028.06
2011-01-21,9022.17,8947.95,8954.38,9022.17,8892.27
2011-01-24,8954.38,8958.7,8947.79,8993.56,8954.38
2011-01-25,8947.79,9014.15,8991.39,9032.3,8947.79
2011-01-26,8991.39,9021.64,9055.59,9031.53,8991.39
2011-01-27,9055.59,9109.33,9102.33,9124.57,9055.59
2011-01-28,9102.33,9116.43,9145.35,9137.74,9102.33
2011-02-08,9145.35,9124.29,9111.46,9220.69,9085.41
2011-02-09,9111.46,9082.99,9006.82,9129.88,9052.95
2011-02-10,9006.82,8934.33,8836.56,9006.82,8923.35
2011-02-11,8836.56,8762.08,8609.86,8842.41,8725.85
2011-02-14,8609.86,8663.37,8685.47,8676.96,8609.86
2011-02-15,8685.47,8697.7,8721.93,8699.72,8565.05
2011-02-16,8721.93,8741.58,8712.96,8766.33,8715.33
2011-02-17,8712.96,8697.71,8683.88,8745.65,8669.77
2011-02-18,8683.88,8825.81,8843.84,8852.61,8683.88
2011-02-21,8843.84,8838.14,8839.22,8867.16,8797.25
2011-02-22,8839.22,8652.24,8673.67,8839.22,8651.68
2011-02-23,8673.67,8656.57,8528.94,8673.67,8602.43
2011-02-24,8528.94,8583.46,8541.64,8597.3,8528.94
2011-02-25,8541.64,8553.36,8599.65,8625.9,8506.51
2011-03-01,8599.65,8675.61,8727.56,8686.38,8599.65
2011-03-02,8727.56,8697.62,8619.9,8727.56,8644.99
2011-03-03,8619.9,8697.82,8738.37,8704.66,8619.9
2011-03-04,8738.37,8802.82,8784.4,8829.23,8738.37
2011-03-07,8784.4,8762.7,8713.79,8784.4,8706.38
2011-03-08,8713.79,8744.3,8747.75,8768.31,8692.1
2011-03-09,8747.75,8786.31,8750.02,8824.41,8747.75
2011-03-10,8750.02,8685.48,8642.9,8754.41,8667.04
2011-03-11,8642.9,8568.17,8567.82,8642.9,8513.51
2011-03-14,8567.82,8532.44,8520.02,8616.29,8515.68
2011-03-15,8520.02,8446.26,8234.78,8520.02,8439.43
2011-03-16,8234.78,8273.6,8324.58,8372.02,8234.78
2011-03-17,8324.58,8242.34,8282.69,8324.58,8150.73
2011-03-18,8282.69,8356.52,8394.75,8379.53,8282.69
2011-03-21,8394.75,8478.59,8467.71,8508.2,8394.22
2011-03-22,8467.71,8520.7,8508.04,8552.82,8467.71
2011-03-23,8508.04,8506.69,8545.08,8529.93,8481.96
2011-03-24,8545.08,8554.32,8576.4,8603.43,8545.08
2011-03-25,8576.4,8593.68,8610.39,8651.15,8576.4
2011-03-28,8610.39,8567.24,8553.06,8610.39,8551.57
2011-03-29,8553.06,8571.49,8596.57,8588.71,8522.57
2011-03-30,8596.57,8651.47,8646.31,8653.36,8596.57
2011-03-31,8646.31,8644.17,8683.3,8685.44,8627.8
2011-04-01,8683.3,8670.43,8705.13,8700.99,8666.54
