date,yr,sox,pnl
2026-04-07,2026,0.0105599236090632,6.0
2026-04-08,2026,0.0110862532228581,330.0
2026-04-09,2026,0.0633506041452447,1.0
2026-04-10,2026,0.0209859803640499,-111.0
2026-04-13,2026,0.0230507288656578,138.0
2026-04-14,2026,0.0168383422405153,304.0
2026-04-15,2026,0.0204214383064587,368.0
2026-04-16,2026,0.001644601327823,335.0
2026-04-17,2026,0.0097475022431376,-69.0
2026-04-20,2026,0.0242814343978947,381.0
2026-04-21,2026,0.0045343809256708,335.0
2026-04-22,2026,0.0050004114921957,84.0
2026-04-23,2026,0.0271643304126272,636.0
2026-04-24,2026,0.0170850123167498,928.0
2026-04-27,2026,0.0431698147653882,270.0
2026-04-28,2026,-0.0100459782796855,50.0
2026-04-30,2026,0.023488428172562,454.0
2026-05-04,2026,0.008724544684254,617.0
2026-05-06,2026,0.0423288459238362,-123.0
2026-05-07,2026,0.0448218582260682,-14.0
2026-05-11,2026,0.05505873582899,150.0
2026-05-12,2026,0.0259470935416756,111.0
2026-05-14,2026,0.0256647031814605,67.0
2026-05-15,2026,0.0046430431736448,-1292.0
2026-05-20,2026,0.0002636580160884,-119.0
2026-05-21,2026,0.0449153067091239,9.0
2026-05-22,2026,0.0127644373413333,246.0
2026-05-25,2026,0.0199313277744717,695.0
2026-05-26,2026,0.0199313277744717,-363.0
2026-05-27,2026,0.0552647235739443,-118.0
2026-05-28,2026,-0.0135684725605754,1340.0
2026-05-29,2026,0.0099943395587689,630.0
2026-06-01,2026,1.870741140863608e-05,593.0
2026-06-02,2026,0.0106217135980071,-29.0
2026-06-03,2026,0.0586642397411623,15.0
2026-06-04,2026,0.0138923392880949,-174.0
2026-06-09,2026,0.0561282604355213,-460.0
2026-06-10,2026,-0.0192830229904027,407.0
2026-06-12,2026,0.0790548611145247,144.0
2026-06-15,2026,0.0151866462588752,-117.0
2026-06-16,2026,0.0544554936742185,-39.0
2026-06-18,2026,0.0137540976454428,286.0
2026-06-22,2026,0.0641615722111705,-363.0
2026-06-23,2026,0.020425637542899,735.0
2026-06-26,2026,0.0358643800805456,984.0
2026-06-30,2026,0.0383297850505583,-201.0
2026-07-01,2026,0.0391913439137074,-153.0
2026-07-07,2026,0.0216945372407577,1196.0
2026-07-09,2026,0.0223120648557946,-9.0
2026-07-13,2026,0.0005524691358025,-704.0
2026-07-15,2026,0.0254418203110193,-180.0
2026-07-20,2026,-0.0163143037708026,800.0
2026-07-21,2026,0.0059928609914947,1114.0
2026-07-22,2026,0.0521387790205085,308.0
2026-07-23,2026,0.0044115647579829,-417.0
2026-07-31,2026,0.0818856969473049,-278.0
2026-08-03,2026,0.0007157398175172,44.0
2026-08-04,2026,0.0105445280203129,659.0
2026-08-05,2026,0.0655194285389335,256.0
2026-08-06,2026,-0.0139893556751395,-134.0
2026-08-07,2026,0.0033150468653198,-254.0
2026-08-10,2026,0.0255712446747322,169.0
2026-08-12,2026,0.0087219627376007,142.0
2026-08-13,2026,0.0248717399803446,141.0
2026-08-14,2026,0.0045663573501255,-671.0
2026-08-18,2026,0.0164249962752829,-894.0
