date,sox_date,sox_ret,bucket,action,entry_time,entry_px,exit_px,pnl_sim,cum_pnl
2026-09-03,2026-09-02,0.00449,小漲0~1%,多0845,08:45,46200.0,45835.0,-367.0,-367.0
